,symbol,lot,type,opentime,closetime,openprice,closeprice,stoploss,takeprofit,status,mount
255,EURUSD_15M,1,0,2017.02.16 00:30:00,2017.02.16 08:00:00,1.0616299999999999,1.0635299999999999,1.0595299999999999,1.0635299999999999,1,190.00000000000128
256,EURUSD_15M,1,0,2017.02.16 08:15:00,2017.02.16 13:15:00,1.06352,1.06542,1.06142,1.06542,1,190.00000000000128
257,EURUSD_15M,1,0,2017.02.16 13:30:00,2017.02.16 15:45:00,1.06502,1.06692,1.06292,1.06692,1,190.00000000000128
258,EURUSD_15M,1,0,2017.02.16 16:00:00,2017.02.16 17:45:00,1.06692,1.06482,1.06482,1.06882,1,-209.9999999999991
259,EURUSD_15M,1,0,2017.02.16 18:00:00,2017.02.16 19:45:00,1.06541,1.06731,1.06331,1.06731,1,190.00000000000128
260,EURUSD_15M,1,0,2017.02.16 20:00:00,2017.02.17 07:45:00,1.06772,1.06562,1.06562,1.06962,1,-209.9999999999991
261,EURUSD_15M,1,0,2017.02.17 08:00:00,2017.02.17 15:00:00,1.06562,1.06352,1.06352,1.06752,1,-209.9999999999991
262,EURUSD_15M,1,1,2017.02.17 13:00:00,2017.02.17 15:15:00,1.06472,1.06272,1.0667200000000001,1.06272,1,200.00000000000017
263,EURUSD_15M,1,1,2017.02.17 15:30:00,2017.02.17 18:30:00,1.0629,1.0609,1.0649,1.0609,1,200.00000000000017
264,EURUSD_15M,1,1,2017.02.17 18:45:00,2017.02.19 23:15:00,1.0609,1.0628,1.0629,1.0589,1,-190.00000000000128
265,EURUSD_15M,1,1,2017.02.19 23:30:00,2017.02.20 01:30:00,1.06284,1.06084,1.06484,1.06084,1,200.00000000000017
266,EURUSD_15M,1,1,2017.02.20 01:45:00,2017.02.20 07:30:00,1.0605,1.0624,1.0625,1.0585,1,-190.00000000000128
267,EURUSD_15M,1,1,2017.02.20 07:45:00,2017.02.21 00:30:00,1.06231,1.06031,1.06431,1.06031,1,200.00000000000017
268,EURUSD_15M,1,0,2017.02.20 15:30:00,2017.02.21 00:30:00,1.06234,1.06024,1.06024,1.06424,1,-209.9999999999991
269,EURUSD_15M,1,1,2017.02.21 00:45:00,2017.02.21 08:00:00,1.0593299999999999,1.0573299999999999,1.0613299999999999,1.0573299999999999,1,200.00000000000017
270,EURUSD_15M,1,1,2017.02.21 08:15:00,2017.02.21 09:00:00,1.05726,1.05526,1.05926,1.05526,1,200.00000000000017
271,EURUSD_15M,1,1,2017.02.21 09:15:00,2017.02.21 13:00:00,1.05513,1.05313,1.05713,1.05313,1,200.00000000000017
272,EURUSD_15M,1,1,2017.02.21 13:15:00,2017.02.22 07:15:00,1.05372,1.05172,1.05572,1.05172,1,200.00000000000017
273,EURUSD_15M,1,1,2017.02.22 07:30:00,2017.02.22 10:30:00,1.05165,1.04965,1.05365,1.04965,1,200.00000000000017
274,EURUSD_15M,1,1,2017.02.22 10:45:00,2017.02.22 15:30:00,1.0502799999999999,1.05218,1.0522799999999999,1.0482799999999999,1,-190.00000000000128
275,EURUSD_15M,1,1,2017.02.22 15:45:00,2017.02.22 16:45:00,1.05344,1.05534,1.05544,1.05144,1,-190.00000000000128
276,EURUSD_15M,1,1,2017.02.22 17:00:00,2017.02.22 19:00:00,1.05545,1.05345,1.05745,1.05345,1,200.00000000000017
277,EURUSD_15M,1,1,2017.02.22 19:15:00,2017.02.23 07:15:00,1.0563799999999999,1.0543799999999999,1.0583799999999999,1.0543799999999999,1,200.00000000000017
278,EURUSD_15M,1,0,2017.02.22 22:45:00,2017.02.23 13:15:00,1.05575,1.05765,1.05365,1.05765,1,190.00000000000128
279,EURUSD_15M,1,0,2017.02.23 13:30:00,2017.02.23 15:45:00,1.05729,1.05919,1.05519,1.05919,1,190.00000000000128
280,EURUSD_15M,1,0,2017.02.23 16:00:00,2017.02.23 17:45:00,1.05951,1.05741,1.05741,1.06141,1,-209.9999999999991
281,EURUSD_15M,1,0,2017.02.23 18:00:00,2017.02.24 06:15:00,1.05681,1.05871,1.05471,1.05871,1,190.00000000000128
282,EURUSD_15M,1,0,2017.02.24 06:30:00,2017.02.24 11:45:00,1.0586200000000001,1.0605200000000001,1.0565200000000001,1.0605200000000001,1,190.00000000000128
283,EURUSD_15M,1,0,2017.02.24 12:00:00,2017.02.24 14:15:00,1.06092,1.05882,1.05882,1.06282,1,-209.9999999999991
284,EURUSD_15M,1,0,2017.02.24 14:30:00,2017.02.24 19:15:00,1.0580100000000001,1.0559100000000001,1.0559100000000001,1.0599100000000001,1,-209.9999999999991
285,EURUSD_15M,1,0,2017.02.24 19:30:00,2017.02.27 08:00:00,1.05636,1.05826,1.05426,1.05826,1,190.00000000000128
286,EURUSD_15M,1,1,2017.02.26 22:30:00,2017.02.27 08:00:00,1.0564200000000001,1.0583200000000001,1.0584200000000001,1.0544200000000001,1,-190.00000000000128
287,EURUSD_15M,1,1,2017.02.27 08:15:00,2017.02.27 13:45:00,1.0577,1.0596,1.0597,1.0557,1,-190.00000000000128
288,EURUSD_15M,1,0,2017.02.27 13:30:00,2017.02.27 14:30:00,1.05853,1.06043,1.05643,1.06043,1,190.00000000000128
289,EURUSD_15M,1,0,2017.02.27 14:45:00,2017.02.27 16:45:00,1.06059,1.06249,1.05849,1.06249,1,190.00000000000128
290,EURUSD_15M,1,0,2017.02.27 17:00:00,2017.02.27 17:45:00,1.06263,1.06053,1.06053,1.06453,1,-209.9999999999991
291,EURUSD_15M,1,0,2017.02.27 18:00:00,2017.02.27 19:15:00,1.06056,1.05846,1.05846,1.06246,1,-209.9999999999991
292,EURUSD_15M,1,0,2017.02.27 19:30:00,2017.02.28 06:45:00,1.0584200000000001,1.0603200000000002,1.0563200000000001,1.0603200000000002,1,190.00000000000128
293,EURUSD_15M,1,1,2017.02.28 06:15:00,2017.02.28 08:30:00,1.0598100000000001,1.0578100000000001,1.0618100000000001,1.0578100000000001,1,200.00000000000017
294,EURUSD_15M,1,1,2017.02.28 08:45:00,2017.02.28 10:15:00,1.0578100000000001,1.0597100000000002,1.0598100000000001,1.0558100000000001,1,-190.00000000000128
295,EURUSD_15M,1,1,2017.02.28 10:30:00,2017.02.28 15:15:00,1.0599399999999999,1.06184,1.0619399999999999,1.0579399999999999,1,-190.00000000000128
296,EURUSD_15M,1,0,2017.02.28 15:30:00,2017.02.28 15:45:00,1.06239,1.06029,1.06029,1.06429,1,-209.9999999999991
297,EURUSD_15M,1,0,2017.02.28 16:00:00,2017.02.28 17:45:00,1.06267,1.06057,1.06057,1.06457,1,-209.9999999999991
298,EURUSD_15M,1,0,2017.02.28 18:00:00,2017.02.28 20:15:00,1.06085,1.05875,1.05875,1.06275,1,-209.9999999999991
299,EURUSD_15M,1,0,2017.02.28 20:30:00,2017.02.28 23:15:00,1.0590600000000001,1.0569600000000001,1.0569600000000001,1.0609600000000001,1,-209.9999999999991
300,EURUSD_15M,1,0,2017.02.28 23:30:00,2017.03.01 02:15:00,1.05703,1.05893,1.05493,1.05893,1,190.00000000000128
301,EURUSD_15M,1,1,2017.03.01 02:15:00,2017.03.01 02:45:00,1.05656,1.05846,1.05856,1.05456,1,-190.00000000000128
302,EURUSD_15M,1,1,2017.03.01 03:00:00,2017.03.01 03:30:00,1.05795,1.05595,1.05995,1.05595,1,200.00000000000017
303,EURUSD_15M,1,1,2017.03.01 03:45:00,2017.03.01 07:00:00,1.05596,1.05396,1.05796,1.05396,1,200.00000000000017
304,EURUSD_15M,1,1,2017.03.01 07:15:00,2017.03.01 13:15:00,1.05427,1.05227,1.05627,1.05227,1,200.00000000000017
305,EURUSD_15M,1,1,2017.03.01 13:30:00,2017.03.01 15:00:00,1.0522799999999999,1.05418,1.0542799999999999,1.0502799999999999,1,-190.00000000000128
306,EURUSD_15M,1,1,2017.03.01 15:15:00,2017.03.01 16:30:00,1.0545,1.0564,1.0565,1.0525,1,-190.00000000000128
307,EURUSD_15M,1,1,2017.03.01 16:45:00,2017.03.01 19:30:00,1.0569,1.0549,1.0589,1.0549,1,200.00000000000017
308,EURUSD_15M,1,1,2017.03.01 19:45:00,2017.03.02 02:00:00,1.05505,1.05305,1.05705,1.05305,1,200.00000000000017
309,EURUSD_15M,1,1,2017.03.02 02:15:00,2017.03.02 12:15:00,1.05304,1.05104,1.05504,1.05104,1,200.00000000000017
310,EURUSD_15M,1,0,2017.03.02 02:30:00,2017.03.02 12:00:00,1.05325,1.05115,1.05115,1.05515,1,-209.9999999999991
311,EURUSD_15M,1,1,2017.03.02 12:30:00,2017.03.03 10:30:00,1.05115,1.05305,1.05315,1.04915,1,-190.00000000000128
312,EURUSD_15M,1,0,2017.03.03 09:30:00,2017.03.03 11:00:00,1.0523,1.0542,1.0502,1.0542,1,190.00000000000128
313,EURUSD_15M,1,0,2017.03.03 11:15:00,2017.03.03 12:45:00,1.0544499999999999,1.05635,1.05235,1.05635,1,190.00000000000128
314,EURUSD_15M,1,0,2017.03.03 13:00:00,2017.03.03 18:00:00,1.05587,1.05777,1.05377,1.05777,1,190.00000000000128
315,EURUSD_15M,1,0,2017.03.03 18:15:00,2017.03.03 19:00:00,1.05674,1.05864,1.05464,1.05864,1,190.00000000000128
316,EURUSD_15M,1,0,2017.03.03 19:15:00,2017.03.03 20:45:00,1.05964,1.06154,1.05754,1.06154,1,190.00000000000128
317,EURUSD_15M,1,0,2017.03.03 21:00:00,2017.03.06 06:30:00,1.0617299999999998,1.0596299999999998,1.0596299999999998,1.0636299999999999,1,-209.9999999999991
318,EURUSD_15M,1,0,2017.03.06 06:45:00,2017.03.06 08:15:00,1.05969,1.06159,1.05759,1.06159,1,190.00000000000128
319,EURUSD_15M,1,0,2017.03.06 08:30:00,2017.03.06 09:30:00,1.0634299999999999,1.0613299999999999,1.0613299999999999,1.0653299999999999,1,-209.9999999999991
320,EURUSD_15M,1,0,2017.03.06 09:45:00,2017.03.06 18:30:00,1.05962,1.05752,1.05752,1.06152,1,-209.9999999999991
321,EURUSD_15M,1,1,2017.03.06 17:30:00,2017.03.07 09:45:00,1.05873,1.05673,1.06073,1.05673,1,200.00000000000017
322,EURUSD_15M,1,1,2017.03.07 10:00:00,2017.03.07 17:00:00,1.05639,1.05829,1.05839,1.05439,1,-190.00000000000128
323,EURUSD_15M,1,1,2017.03.07 17:15:00,2017.03.08 04:15:00,1.0584200000000001,1.0564200000000001,1.0604200000000001,1.0564200000000001,1,200.00000000000017
324,EURUSD_15M,1,1,2017.03.08 04:30:00,2017.03.08 13:15:00,1.05625,1.05425,1.05825,1.05425,1,200.00000000000017
325,EURUSD_15M,1,1,2017.03.08 13:30:00,2017.03.09 09:30:00,1.0543200000000001,1.0562200000000002,1.0563200000000001,1.0523200000000001,1,-190.00000000000128
326,EURUSD_15M,1,1,2017.03.09 09:45:00,2017.03.09 13:45:00,1.05635,1.05435,1.05835,1.05435,1,200.00000000000017
327,EURUSD_15M,1,1,2017.03.09 14:00:00,2017.03.09 14:15:00,1.0584799999999999,1.0603799999999999,1.0604799999999999,1.0564799999999999,1,-190.00000000000128
328,EURUSD_15M,1,0,2017.03.09 14:15:00,2017.03.09 14:30:00,1.0612899999999998,1.0591899999999999,1.0591899999999999,1.0631899999999999,1,-209.9999999999991
329,EURUSD_15M,1,0,2017.03.09 14:45:00,2017.03.09 16:00:00,1.0594,1.0573,1.0573,1.0613,1,-209.9999999999991
330,EURUSD_15M,1,0,2017.03.09 16:15:00,2017.03.09 18:30:00,1.05716,1.0590600000000001,1.05506,1.0590600000000001,1,190.00000000000128
331,EURUSD_15M,1,0,2017.03.09 18:45:00,2017.03.09 21:15:00,1.05942,1.05732,1.05732,1.06132,1,-209.9999999999991
332,EURUSD_15M,1,0,2017.03.09 21:30:00,2017.03.10 02:30:00,1.0574700000000001,1.0593700000000001,1.0553700000000001,1.0593700000000001,1,190.00000000000128
333,EURUSD_15M,1,0,2017.03.10 02:45:00,2017.03.10 08:15:00,1.0595700000000001,1.0614700000000001,1.0574700000000001,1.0614700000000001,1,190.00000000000128
334,EURUSD_15M,1,0,2017.03.10 08:30:00,2017.03.10 13:30:00,1.06158,1.06348,1.05948,1.06348,1,190.00000000000128
335,EURUSD_15M,1,0,2017.03.10 13:45:00,2017.03.10 15:30:00,1.0633700000000001,1.0652700000000002,1.0612700000000002,1.0652700000000002,1,190.00000000000128
336,EURUSD_15M,1,0,2017.03.10 15:45:00,2017.03.10 16:15:00,1.06493,1.06683,1.06283,1.06683,1,190.00000000000128
337,EURUSD_15M,1,0,2017.03.10 16:30:00,2017.03.10 18:45:00,1.06657,1.06847,1.06447,1.06847,1,190.00000000000128
338,EURUSD_15M,1,0,2017.03.10 19:00:00,2017.03.13 03:15:00,1.06815,1.07005,1.06605,1.07005,1,190.00000000000128
339,EURUSD_15M,1,0,2017.03.13 03:30:00,2017.03.13 08:15:00,1.06974,1.06764,1.06764,1.07164,1,-209.9999999999991
340,EURUSD_15M,1,0,2017.03.13 08:30:00,2017.03.13 13:00:00,1.0678299999999998,1.0657299999999998,1.0657299999999998,1.0697299999999998,1,-209.9999999999991
341,EURUSD_15M,1,0,2017.03.13 13:15:00,2017.03.14 06:30:00,1.0664200000000001,1.0643200000000002,1.0643200000000002,1.0683200000000002,1,-209.9999999999991
342,EURUSD_15M,1,1,2017.03.13 15:45:00,2017.03.13 17:45:00,1.06776,1.06576,1.06976,1.06576,1,200.00000000000017
343,EURUSD_15M,1,1,2017.03.13 18:00:00,2017.03.14 07:00:00,1.06592,1.06392,1.06792,1.06392,1,200.00000000000017
344,EURUSD_15M,1,1,2017.03.14 07:15:00,2017.03.14 17:45:00,1.0643,1.0623,1.0663,1.0623,1,200.00000000000017
345,EURUSD_15M,1,1,2017.03.14 18:00:00,2017.03.15 16:45:00,1.06213,1.06403,1.06413,1.06013,1,-190.00000000000128
346,EURUSD_15M,1,0,2017.03.15 12:45:00,2017.03.15 18:00:00,1.06263,1.06453,1.06053,1.06453,1,190.00000000000128
347,EURUSD_15M,1,0,2017.03.15 18:15:00,2017.03.15 18:30:00,1.06669,1.06859,1.06459,1.06859,1,190.00000000000128
348,EURUSD_15M,1,0,2017.03.15 18:45:00,2017.03.15 19:00:00,1.06928,1.07118,1.06718,1.07118,1,190.00000000000128
349,EURUSD_15M,1,0,2017.03.15 19:15:00,2017.03.15 20:00:00,1.0703,1.0722,1.0682,1.0722,1,190.00000000000128
350,EURUSD_15M,1,0,2017.03.15 20:15:00,2017.03.16 08:30:00,1.0736299999999999,1.0715299999999999,1.0715299999999999,1.0755299999999999,1,-209.9999999999991
351,EURUSD_15M,1,0,2017.03.16 08:45:00,2017.03.16 11:00:00,1.0711,1.073,1.069,1.073,1,190.00000000000128
352,EURUSD_15M,1,0,2017.03.16 11:15:00,2017.03.16 18:30:00,1.0728799999999998,1.0707799999999998,1.0707799999999998,1.0747799999999998,1,-209.9999999999991
353,EURUSD_15M,1,0,2017.03.16 18:45:00,2017.03.16 19:00:00,1.07269,1.07459,1.07059,1.07459,1,190.00000000000128
354,EURUSD_15M,1,0,2017.03.16 19:15:00,2017.03.16 19:30:00,1.07457,1.07647,1.07247,1.07647,1,190.00000000000128
355,EURUSD_15M,1,0,2017.03.16 19:45:00,2017.03.17 11:00:00,1.0765200000000001,1.0744200000000002,1.0744200000000002,1.0784200000000002,1,-209.9999999999991
356,EURUSD_15M,1,0,2017.03.17 11:15:00,2017.03.17 14:15:00,1.07369,1.07559,1.07159,1.07559,1,190.00000000000128
357,EURUSD_15M,1,0,2017.03.17 14:30:00,2017.03.17 15:15:00,1.07568,1.07358,1.07358,1.07758,1,-209.9999999999991
358,EURUSD_15M,1,0,2017.03.17 15:30:00,2017.03.20 01:45:00,1.07407,1.07597,1.07197,1.07597,1,190.00000000000128
359,EURUSD_15M,1,1,2017.03.17 16:30:00,2017.03.20 06:30:00,1.07455,1.07645,1.07655,1.07255,1,-190.00000000000128
360,EURUSD_15M,1,1,2017.03.20 06:45:00,2017.03.20 12:00:00,1.0767799999999998,1.0747799999999998,1.0787799999999999,1.0747799999999998,1,200.00000000000017
361,EURUSD_15M,1,0,2017.03.20 07:45:00,2017.03.20 10:00:00,1.0773,1.0752,1.0752,1.0792,1,-209.9999999999991
362,EURUSD_15M,1,0,2017.03.20 10:15:00,2017.03.20 17:30:00,1.07556,1.07346,1.07346,1.07746,1,-209.9999999999991
363,EURUSD_15M,1,0,2017.03.20 17:45:00,2017.03.21 00:30:00,1.07346,1.07536,1.07136,1.07536,1,190.00000000000128
364,EURUSD_15M,1,1,2017.03.20 19:45:00,2017.03.20 23:30:00,1.07428,1.07228,1.07628,1.07228,1,200.00000000000017
365,EURUSD_15M,1,1,2017.03.20 23:45:00,2017.03.21 00:15:00,1.0728,1.0747,1.0748,1.0708,1,-190.00000000000128
366,EURUSD_15M,1,1,2017.03.21 00:30:00,2017.03.21 06:45:00,1.0749600000000001,1.0768600000000002,1.0769600000000001,1.0729600000000001,1,-190.00000000000128
367,EURUSD_15M,1,1,2017.03.21 07:00:00,2017.03.21 08:00:00,1.07735,1.07925,1.07935,1.07535,1,-190.00000000000128
368,EURUSD_15M,1,0,2017.03.21 07:45:00,2017.03.21 09:00:00,1.07841,1.08031,1.07631,1.08031,1,190.00000000000128
369,EURUSD_15M,1,0,2017.03.21 09:15:00,2017.03.22 09:15:00,1.08012,1.07802,1.07802,1.08202,1,-209.9999999999991
370,EURUSD_15M,1,1,2017.03.22 08:15:00,2017.03.22 09:00:00,1.0805,1.0785,1.0825,1.0785,1,200.00000000000017
371,EURUSD_15M,1,1,2017.03.22 09:15:00,2017.03.22 13:00:00,1.07836,1.08026,1.08036,1.07636,1,-190.00000000000128
372,EURUSD_15M,1,1,2017.03.22 13:15:00,2017.03.23 00:45:00,1.0807200000000001,1.0787200000000001,1.0827200000000001,1.0787200000000001,1,200.00000000000017
373,EURUSD_15M,1,0,2017.03.22 22:30:00,2017.03.23 08:45:00,1.07956,1.07746,1.07746,1.08146,1,-209.9999999999991
374,EURUSD_15M,1,1,2017.03.23 03:30:00,2017.03.24 00:45:00,1.07849,1.07649,1.08049,1.07649,1,200.00000000000017
375,EURUSD_15M,1,1,2017.03.24 01:00:00,2017.03.24 08:30:00,1.0767,1.0786,1.0787,1.0747,1,-190.00000000000128
376,EURUSD_15M,1,1,2017.03.24 08:45:00,2017.03.26 21:00:00,1.08049,1.08239,1.08249,1.07849,1,-190.00000000000128
377,EURUSD_15M,1,0,2017.03.24 14:00:00,2017.03.26 21:00:00,1.0799299999999998,1.0818299999999998,1.0778299999999998,1.0818299999999998,1,190.00000000000128
378,EURUSD_15M,1,0,2017.03.26 21:15:00,2017.03.27 06:15:00,1.08351,1.08541,1.08141,1.08541,1,190.00000000000128
379,EURUSD_15M,1,0,2017.03.27 06:30:00,2017.03.27 11:30:00,1.08578,1.08768,1.08368,1.08768,1,190.00000000000128
380,EURUSD_15M,1,0,2017.03.27 11:45:00,2017.03.27 13:00:00,1.08797,1.0898700000000001,1.0858700000000001,1.0898700000000001,1,190.00000000000128
381,EURUSD_15M,1,0,2017.03.27 13:15:00,2017.03.27 13:45:00,1.09006,1.08796,1.08796,1.09196,1,-209.9999999999991
382,EURUSD_15M,1,0,2017.03.27 14:00:00,2017.03.27 23:30:00,1.08806,1.08596,1.08596,1.08996,1,-209.9999999999991
383,EURUSD_15M,1,0,2017.03.27 23:45:00,2017.03.28 16:30:00,1.08627,1.08417,1.08417,1.08817,1,-209.9999999999991
384,EURUSD_15M,1,1,2017.03.28 03:45:00,2017.03.28 16:15:00,1.08651,1.08451,1.08851,1.08451,1,200.00000000000017
385,EURUSD_15M,1,1,2017.03.28 16:30:00,2017.03.28 17:30:00,1.08439,1.08239,1.08639,1.08239,1,200.00000000000017
386,EURUSD_15M,1,1,2017.03.28 17:45:00,2017.03.28 18:00:00,1.08267,1.08067,1.08467,1.08067,1,200.00000000000017
387,EURUSD_15M,1,1,2017.03.28 18:15:00,2017.03.28 23:45:00,1.08027,1.08217,1.08227,1.07827,1,-190.00000000000128
388,EURUSD_15M,1,1,2017.03.29 00:00:00,2017.03.29 06:30:00,1.0816700000000001,1.0796700000000001,1.0836700000000001,1.0796700000000001,1,200.00000000000017
389,EURUSD_15M,1,1,2017.03.29 06:45:00,2017.03.29 11:45:00,1.07885,1.07685,1.08085,1.07685,1,200.00000000000017
390,EURUSD_15M,1,1,2017.03.29 12:00:00,2017.03.29 19:45:00,1.07526,1.0771600000000001,1.07726,1.07326,1,-190.00000000000128
391,EURUSD_15M,1,1,2017.03.29 20:00:00,2017.03.30 00:45:00,1.0772,1.0752,1.0792,1.0752,1,200.00000000000017
392,EURUSD_15M,1,1,2017.03.30 01:00:00,2017.03.30 12:30:00,1.0751700000000002,1.0731700000000002,1.0771700000000002,1.0731700000000002,1,200.00000000000017
393,EURUSD_15M,1,1,2017.03.30 12:45:00,2017.03.30 13:30:00,1.07263,1.07453,1.07463,1.07063,1,-190.00000000000128
394,EURUSD_15M,1,1,2017.03.30 13:45:00,2017.03.30 16:45:00,1.07417,1.07217,1.07617,1.07217,1,200.00000000000017
395,EURUSD_15M,1,1,2017.03.30 17:00:00,2017.03.30 19:15:00,1.07039,1.06839,1.07239,1.06839,1,200.00000000000017
396,EURUSD_15M,1,1,2017.03.30 19:30:00,2017.03.31 20:15:00,1.06828,1.06628,1.07028,1.06628,1,200.00000000000017
397,EURUSD_15M,1,0,2017.03.31 17:15:00,2017.03.31 19:30:00,1.0689799999999998,1.0668799999999998,1.0668799999999998,1.0708799999999998,1,-209.9999999999991
398,EURUSD_15M,1,0,2017.03.31 19:45:00,2017.04.03 15:00:00,1.06681,1.06471,1.06471,1.06871,1,-209.9999999999991
399,EURUSD_15M,1,1,2017.04.02 21:30:00,2017.04.03 15:00:00,1.0664200000000001,1.0644200000000001,1.0684200000000001,1.0644200000000001,1,200.00000000000017
400,EURUSD_15M,1,1,2017.04.03 15:15:00,2017.04.03 17:15:00,1.06492,1.06682,1.06692,1.06292,1,-190.00000000000128
401,EURUSD_15M,1,1,2017.04.03 17:30:00,2017.04.04 07:30:00,1.06684,1.06484,1.06884,1.06484,1,200.00000000000017
402,EURUSD_15M,1,0,2017.04.04 04:00:00,2017.04.04 07:30:00,1.0669600000000001,1.0648600000000001,1.0648600000000001,1.0688600000000001,1,-209.9999999999991
403,EURUSD_15M,1,0,2017.04.04 07:45:00,2017.04.04 15:15:00,1.06481,1.06671,1.06271,1.06671,1,190.00000000000128
404,EURUSD_15M,1,1,2017.04.04 11:00:00,2017.04.04 14:45:00,1.06421,1.0661100000000001,1.06621,1.06221,1,-190.00000000000128
405,EURUSD_15M,1,1,2017.04.04 15:00:00,2017.04.04 22:15:00,1.06641,1.06831,1.06841,1.06441,1,-190.00000000000128
406,EURUSD_15M,1,1,2017.04.04 22:30:00,2017.04.05 12:15:00,1.0682200000000002,1.0662200000000002,1.0702200000000002,1.0662200000000002,1,200.00000000000017
407,EURUSD_15M,1,0,2017.04.04 23:30:00,2017.04.05 12:15:00,1.06785,1.06575,1.06575,1.06975,1,-209.9999999999991
408,EURUSD_15M,1,0,2017.04.05 12:30:00,2017.04.05 16:45:00,1.06673,1.06463,1.06463,1.06863,1,-209.9999999999991
409,EURUSD_15M,1,1,2017.04.05 15:45:00,2017.04.05 18:00:00,1.06575,1.06375,1.06775,1.06375,1,200.00000000000017
410,EURUSD_15M,1,1,2017.04.05 18:15:00,2017.04.05 19:15:00,1.06504,1.06694,1.06704,1.06304,1,-190.00000000000128
411,EURUSD_15M,1,1,2017.04.05 19:30:00,2017.04.06 07:00:00,1.06761,1.06561,1.06961,1.06561,1,200.00000000000017
412,EURUSD_15M,1,0,2017.04.06 05:15:00,2017.04.06 07:00:00,1.06739,1.06529,1.06529,1.06929,1,-209.9999999999991
413,EURUSD_15M,1,0,2017.04.06 07:15:00,2017.04.06 09:30:00,1.0649899999999999,1.06689,1.06289,1.06689,1,190.00000000000128
414,EURUSD_15M,1,0,2017.04.06 09:45:00,2017.04.06 15:30:00,1.0668799999999998,1.0647799999999998,1.0647799999999998,1.0687799999999998,1,-209.9999999999991
415,EURUSD_15M,1,1,2017.04.06 14:15:00,2017.04.07 07:15:00,1.0658100000000001,1.0638100000000001,1.0678100000000001,1.0638100000000001,1,200.00000000000017
416,EURUSD_15M,1,1,2017.04.07 07:30:00,2017.04.07 12:30:00,1.0638,1.0657,1.0658,1.0618,1,-190.00000000000128
417,EURUSD_15M,1,1,2017.04.07 12:45:00,2017.04.07 13:00:00,1.06364,1.06164,1.06564,1.06164,1,200.00000000000017
418,EURUSD_15M,1,1,2017.04.07 13:15:00,2017.04.07 16:45:00,1.06211,1.06011,1.0641100000000001,1.06011,1,200.00000000000017
419,EURUSD_15M,1,1,2017.04.07 17:00:00,2017.04.09 23:00:00,1.05987,1.05787,1.06187,1.05787,1,200.00000000000017
420,EURUSD_15M,1,1,2017.04.09 23:15:00,2017.04.10 14:00:00,1.0579399999999999,1.05984,1.0599399999999999,1.0559399999999999,1,-190.00000000000128
421,EURUSD_15M,1,1,2017.04.10 14:15:00,2017.04.11 10:15:00,1.05971,1.06161,1.06171,1.05771,1,-190.00000000000128
422,EURUSD_15M,1,0,2017.04.10 17:00:00,2017.04.11 07:00:00,1.06012,1.05802,1.05802,1.06202,1,-209.9999999999991
423,EURUSD_15M,1,0,2017.04.11 07:15:00,2017.04.11 08:30:00,1.05851,1.06041,1.05641,1.06041,1,190.00000000000128
424,EURUSD_15M,1,0,2017.04.11 08:45:00,2017.04.11 14:30:00,1.06025,1.06215,1.05815,1.06215,1,190.00000000000128
425,EURUSD_15M,1,0,2017.04.11 14:45:00,2017.04.11 17:15:00,1.0624200000000001,1.0603200000000002,1.0603200000000002,1.0643200000000002,1,-209.9999999999991
426,EURUSD_15M,1,0,2017.04.11 17:30:00,2017.04.12 09:00:00,1.0604,1.0623,1.0583,1.0623,1,190.00000000000128
427,EURUSD_15M,1,1,2017.04.12 06:15:00,2017.04.12 17:30:00,1.0614299999999999,1.0594299999999999,1.0634299999999999,1.0594299999999999,1,200.00000000000017
428,EURUSD_15M,1,0,2017.04.12 15:45:00,2017.04.12 17:30:00,1.0619100000000001,1.0598100000000001,1.0598100000000001,1.0638100000000001,1,-209.9999999999991
429,EURUSD_15M,1,0,2017.04.12 17:45:00,2017.04.12 19:00:00,1.05958,1.06148,1.05748,1.06148,1,190.00000000000128
430,EURUSD_15M,1,0,2017.04.12 19:15:00,2017.04.12 19:30:00,1.0621399999999999,1.0640399999999999,1.0600399999999999,1.0640399999999999,1,190.00000000000128
431,EURUSD_15M,1,0,2017.04.12 19:45:00,2017.04.13 02:30:00,1.06578,1.06768,1.06368,1.06768,1,190.00000000000128
432,EURUSD_15M,1,0,2017.04.13 02:45:00,2017.04.13 06:45:00,1.06749,1.06539,1.06539,1.06939,1,-209.9999999999991
433,EURUSD_15M,1,0,2017.04.13 07:00:00,2017.04.13 11:30:00,1.0653299999999999,1.06323,1.06323,1.06723,1,-209.9999999999991
434,EURUSD_15M,1,0,2017.04.13 11:45:00,2017.04.14 05:45:00,1.06304,1.06094,1.06094,1.06494,1,-209.9999999999991
435,EURUSD_15M,1,1,2017.04.13 16:00:00,2017.04.14 05:45:00,1.06302,1.06102,1.06502,1.06102,1,200.00000000000017
436,EURUSD_15M,1,1,2017.04.14 06:00:00,2017.04.17 07:00:00,1.06128,1.06318,1.06328,1.05928,1,-190.00000000000128
437,EURUSD_15M,1,0,2017.04.14 13:45:00,2017.04.16 22:30:00,1.0625,1.0604,1.0604,1.0644,1,-209.9999999999991
438,EURUSD_15M,1,0,2017.04.16 22:45:00,2017.04.17 02:00:00,1.06053,1.06243,1.05843,1.06243,1,190.00000000000128
439,EURUSD_15M,1,1,2017.04.17 07:15:00,2017.04.17 09:15:00,1.06444,1.06244,1.06644,1.06244,1,200.00000000000017
