,time,equity,balance
99,2017.01.02 22:15:00,10200.0,10212.000000000011
100,2017.01.02 22:30:00,10200.0,10157.000000000005
101,2017.01.02 22:45:00,10200.0,10168.000000000011
102,2017.01.02 23:00:00,10200.0,10211.000000000004
103,2017.01.02 23:15:00,10200.0,10279.000000000027
104,2017.01.02 23:30:00,10200.0,10216.000000000015
105,2017.01.02 23:45:00,10200.0,10265.000000000004
106,2017.01.03 00:00:00,10200.0,10274.000000000018
107,2017.01.03 00:15:00,10200.0,10185.999999999996
108,2017.01.03 00:30:00,10200.0,10179.000000000016
109,2017.01.03 00:45:00,10200.0,10185.000000000011
110,2017.01.03 01:00:00,10200.0,10188.00000000001
111,2017.01.03 01:15:00,10200.0,10098.000000000018
112,2017.01.03 01:30:00,10200.0,10085.0
113,2017.01.03 01:45:00,10200.0,10055.000000000004
114,2017.01.03 02:00:00,10200.0,10092.000000000002
115,2017.01.03 02:15:00,10200.0,10089.000000000027
116,2017.01.03 02:30:00,10200.0,10094.000000000015
117,2017.01.03 02:45:00,10200.0,10094.000000000015
118,2017.01.03 03:00:00,10200.0,10129.000000000022
119,2017.01.03 03:15:00,10200.0,10080.999999999996
120,2017.01.03 03:30:00,10200.0,10059.000000000007
121,2017.01.03 03:45:00,10200.0,10041.0
122,2017.01.03 04:00:00,10200.0,10002.000000000013
123,2017.01.03 04:15:00,10200.0,10005.00000000001
124,2017.01.03 04:30:00,10200.0,10017.000000000022
125,2017.01.03 04:45:00,10200.0,9987.000000000002
126,2017.01.03 04:45:00,10009.999999999998,10009.999999999998
127,2017.01.03 05:00:00,10009.999999999998,10009.999999999998
128,2017.01.03 05:15:00,10009.999999999998,10022.999999999993
129,2017.01.03 05:30:00,10009.999999999998,10026.000000000013
130,2017.01.03 05:45:00,10009.999999999998,10031.000000000002
131,2017.01.03 06:00:00,10009.999999999998,10060.999999999998
132,2017.01.03 06:15:00,10009.999999999998,10036.999999999996
133,2017.01.03 06:30:00,10009.999999999998,10008.99999999999
134,2017.01.03 06:45:00,10009.999999999998,10028.999999999989
135,2017.01.03 07:00:00,10009.999999999998,9999.999999999998
136,2017.01.03 07:00:00,10209.999999999998,10209.999999999998
137,2017.01.03 07:15:00,10209.999999999998,10209.999999999998
138,2017.01.03 07:30:00,10209.999999999998,10185.000000000011
139,2017.01.03 07:45:00,10209.999999999998,10241.0
140,2017.01.03 08:00:00,10209.999999999998,10191.000000000005
141,2017.01.03 08:15:00,10209.999999999998,10207.999999999984
142,2017.01.03 08:15:00,10409.999999999998,10409.999999999998
143,2017.01.03 08:30:00,10409.999999999998,10409.999999999998
144,2017.01.03 08:45:00,10409.999999999998,10378.999999999995
145,2017.01.03 09:00:00,10409.999999999998,10371.000000000007
146,2017.01.03 09:15:00,10409.999999999998,10468.0
147,2017.01.03 09:30:00,10409.999999999998,10527.00000000001
148,2017.01.03 09:30:00,10609.999999999998,10609.999999999998
149,2017.01.03 09:45:00,10609.999999999998,10609.999999999998
150,2017.01.03 10:00:00,10609.999999999998,10709.000000000002
151,2017.01.03 10:15:00,10609.999999999998,10581.000000000007
152,2017.01.03 10:30:00,10609.999999999998,10609.999999999996
153,2017.01.03 10:45:00,10609.999999999998,10626.000000000013
154,2017.01.03 11:00:00,10609.999999999998,10758.999999999996
155,2017.01.03 11:15:00,10609.999999999998,10753.999999999985
156,2017.01.03 11:15:00,10809.999999999998,10809.999999999998
157,2017.01.03 11:30:00,10809.999999999998,10809.999999999998
158,2017.01.03 11:45:00,10809.999999999998,10785.999999999995
159,2017.01.03 12:00:00,10809.999999999998,10689.000000000004
160,2017.01.03 12:15:00,10809.999999999998,10768.999999999995
161,2017.01.03 12:30:00,10809.999999999998,10806.000000000015
162,2017.01.03 12:45:00,10809.999999999998,10803.000000000018
163,2017.01.03 13:00:00,10809.999999999998,10737.000000000007
164,2017.01.03 13:15:00,10809.999999999998,10782.000000000013
165,2017.01.03 13:30:00,10809.999999999998,10803.000000000018
166,2017.01.03 13:45:00,10809.999999999998,10778.999999999995
167,2017.01.03 14:00:00,10809.999999999998,10713.999999999989
168,2017.01.03 14:15:00,10809.999999999998,10764.99999999999
169,2017.01.03 14:30:00,10809.999999999998,10678.00000000002
170,2017.01.03 14:45:00,10809.999999999998,10649.000000000007
171,2017.01.03 14:45:00,10619.999999999996,10619.999999999996
172,2017.01.03 15:00:00,10619.999999999996,10619.999999999996
173,2017.01.03 15:15:00,10619.999999999996,11048.000000000002
174,2017.01.03 15:15:00,10819.999999999996,10819.999999999996
175,2017.01.03 15:30:00,10819.999999999996,10819.999999999996
176,2017.01.03 15:45:00,10819.999999999996,10775.999999999996
177,2017.01.03 15:45:00,10629.999999999995,10629.999999999995
178,2017.01.03 16:00:00,10629.999999999995,10629.999999999995
179,2017.01.03 16:15:00,10629.999999999995,10518.999999999976
180,2017.01.03 16:15:00,10439.999999999993,10439.999999999993
181,2017.01.03 16:30:00,10439.999999999993,10439.999999999993
182,2017.01.03 16:45:00,10439.999999999993,10306.999999999985
183,2017.01.03 17:00:00,10439.999999999993,10439.99999999999
184,2017.01.03 17:15:00,10439.999999999993,10425.999999999989
185,2017.01.03 17:30:00,10439.999999999993,10462.999999999987
186,2017.01.03 17:45:00,10439.999999999993,10334.999999999993
187,2017.01.03 18:00:00,10439.999999999993,10318.999999999998
188,2017.01.03 18:15:00,10439.999999999993,10365.999999999995
189,2017.01.03 18:30:00,10439.999999999993,10335.999999999998
190,2017.01.03 18:45:00,10439.999999999993,10395.999999999993
191,2017.01.03 19:00:00,10439.999999999993,10441.999999999982
192,2017.01.03 19:15:00,10439.999999999993,10499.999999999985
193,2017.01.03 19:30:00,10439.999999999993,10506.999999999987
194,2017.01.03 19:45:00,10439.999999999993,10493.99999999999
195,2017.01.03 20:00:00,10439.999999999993,10483.99999999999
196,2017.01.03 20:15:00,10439.999999999993,10494.999999999975
197,2017.01.03 20:30:00,10439.999999999993,10426.999999999995
198,2017.01.03 20:45:00,10439.999999999993,10457.999999999998
199,2017.01.03 21:00:00,10439.999999999993,10574.000000000004
200,2017.01.03 21:15:00,10439.999999999993,10564.000000000005
201,2017.01.03 21:30:00,10439.999999999993,10544.000000000007
202,2017.01.03 21:45:00,10439.999999999993,10523.000000000002
203,2017.01.03 22:00:00,10439.999999999993,10530.999999999989
204,2017.01.03 22:15:00,10439.999999999993,10497.999999999995
205,2017.01.03 22:30:00,10439.999999999993,10516.999999999985
206,2017.01.03 22:45:00,10439.999999999993,10516.999999999985
207,2017.01.03 23:00:00,10439.999999999993,10492.0
208,2017.01.03 23:15:00,10439.999999999993,10419.00000000001
209,2017.01.03 23:30:00,10439.999999999993,10401.999999999987
210,2017.01.03 23:45:00,10439.999999999993,10388.99999999999
211,2017.01.04 00:00:00,10439.999999999993,10412.999999999993
212,2017.01.04 00:15:00,10439.999999999993,10500.99999999999
213,2017.01.04 00:30:00,10439.999999999993,10555.999999999996
214,2017.01.04 00:45:00,10439.999999999993,10503.999999999989
215,2017.01.04 00:45:00,10639.999999999993,10639.999999999993
216,2017.01.04 01:00:00,10639.999999999993,10639.999999999993
217,2017.01.04 01:15:00,10639.999999999993,10619.999999999995
218,2017.01.04 01:30:00,10639.999999999993,10597.999999999984
219,2017.01.04 01:45:00,10639.999999999993,10622.99999999999
220,2017.01.04 02:00:00,10639.999999999993,10641.999999999982
221,2017.01.04 02:15:00,10639.999999999993,10538.999999999996
222,2017.01.04 02:30:00,10639.999999999993,10547.999999999989
223,2017.01.04 02:45:00,10639.999999999993,10548.999999999995
224,2017.01.04 03:00:00,10639.999999999993,10520.999999999989
225,2017.01.04 03:15:00,10639.999999999993,10567.999999999985
226,2017.01.04 03:30:00,10639.999999999993,10545.999999999975
227,2017.01.04 03:45:00,10639.999999999993,10528.999999999996
228,2017.01.04 04:00:00,10639.999999999993,10521.999999999996
229,2017.01.04 04:15:00,10639.999999999993,10502.999999999982
230,2017.01.04 04:30:00,10639.999999999993,10531.999999999995
231,2017.01.04 04:45:00,10639.999999999993,10509.0
232,2017.01.04 05:00:00,10639.999999999993,10550.000000000002
233,2017.01.04 05:15:00,10639.999999999993,10527.99999999999
234,2017.01.04 05:30:00,10639.999999999993,10520.999999999989
235,2017.01.04 05:45:00,10639.999999999993,10530.999999999987
236,2017.01.04 06:00:00,10639.999999999993,10510.99999999999
237,2017.01.04 06:15:00,10639.999999999993,10542.999999999978
238,2017.01.04 06:30:00,10639.999999999993,10490.999999999993
239,2017.01.04 06:45:00,10639.999999999993,10449.99999999999
240,2017.01.04 07:00:00,10639.999999999993,10512.999999999982
241,2017.01.04 07:00:00,10449.99999999999,10449.99999999999
242,2017.01.04 07:15:00,10449.99999999999,10449.99999999999
243,2017.01.04 07:30:00,10449.99999999999,10364.999999999987
244,2017.01.04 07:45:00,10449.99999999999,10333.999999999985
245,2017.01.04 08:00:00,10449.99999999999,10354.000000000005
246,2017.01.04 08:00:00,10259.999999999989,10259.999999999989
247,2017.01.04 08:15:00,10259.999999999989,10259.999999999989
248,2017.01.04 08:30:00,10259.999999999989,10194.999999999985
249,2017.01.04 08:30:00,10049.999999999989,10049.999999999989
250,2017.01.04 08:45:00,10049.999999999989,10049.999999999989
251,2017.01.04 09:00:00,10049.999999999989,10195.99999999999
252,2017.01.04 09:00:00,10239.99999999999,10239.99999999999
253,2017.01.04 09:15:00,10239.99999999999,10239.99999999999
254,2017.01.04 09:30:00,10239.99999999999,10259.999999999989
255,2017.01.04 09:45:00,10239.99999999999,10272.999999999985
256,2017.01.04 10:00:00,10239.99999999999,10242.999999999965
257,2017.01.04 10:15:00,10239.99999999999,10167.999999999985
258,2017.01.04 10:30:00,10239.99999999999,10215.999999999989
259,2017.01.04 10:45:00,10239.99999999999,10237.999999999978
260,2017.01.04 11:00:00,10239.99999999999,10185.999999999993
261,2017.01.04 11:15:00,10239.99999999999,10286.999999999965
262,2017.01.04 11:30:00,10239.99999999999,10244.99999999998
263,2017.01.04 11:45:00,10239.99999999999,10205.99999999999
264,2017.01.04 12:00:00,10239.99999999999,10176.999999999978
265,2017.01.04 12:15:00,10239.99999999999,10108.999999999976
266,2017.01.04 12:30:00,10239.99999999999,10142.999999999976
267,2017.01.04 12:45:00,10239.99999999999,10241.999999999982
268,2017.01.04 13:00:00,10239.99999999999,10200.99999999998
269,2017.01.04 13:15:00,10239.99999999999,10229.999999999993
270,2017.01.04 13:30:00,10239.99999999999,10228.999999999985
271,2017.01.04 13:45:00,10239.99999999999,10262.999999999964
272,2017.01.04 14:00:00,10239.99999999999,10252.999999999965
273,2017.01.04 14:15:00,10239.99999999999,10264.999999999976
274,2017.01.04 14:30:00,10239.99999999999,10346.999999999982
275,2017.01.04 14:45:00,10239.99999999999,10350.999999999985
276,2017.01.04 14:45:00,10429.999999999993,10429.999999999993
277,2017.01.04 15:00:00,10429.999999999993,10429.999999999993
278,2017.01.04 15:15:00,10429.999999999993,10453.999999999995
279,2017.01.04 15:30:00,10429.999999999993,10459.000000000005
280,2017.01.04 15:45:00,10429.999999999993,10462.000000000002
281,2017.01.04 16:00:00,10429.999999999993,10558.999999999995
282,2017.01.04 16:00:00,10619.999999999995,10619.999999999995
283,2017.01.04 16:15:00,10619.999999999995,10619.999999999995
284,2017.01.04 16:30:00,10619.999999999995,10657.999999999976
285,2017.01.04 16:45:00,10619.999999999995,10598.99999999999
286,2017.01.04 17:00:00,10619.999999999995,10574.999999999989
287,2017.01.04 17:15:00,10619.999999999995,10577.999999999985
288,2017.01.04 17:30:00,10619.999999999995,10609.999999999996
289,2017.01.04 17:45:00,10619.999999999995,10555.999999999996
290,2017.01.04 18:00:00,10619.999999999995,10539.999999999982
291,2017.01.04 18:15:00,10619.999999999995,10541.999999999995
292,2017.01.04 18:30:00,10619.999999999995,10538.999999999996
293,2017.01.04 18:45:00,10619.999999999995,10585.999999999995
294,2017.01.04 19:00:00,10619.999999999995,10601.999999999987
295,2017.01.04 19:00:00,10809.999999999996,10809.999999999996
296,2017.01.04 19:15:00,10809.999999999996,10809.999999999996
297,2017.01.04 19:30:00,10809.999999999996,10560.000000000002
298,2017.01.04 19:30:00,10599.999999999996,10599.999999999996
299,2017.01.04 19:45:00,10599.999999999996,10599.999999999996
300,2017.01.04 20:00:00,10599.999999999996,10665.999999999985
301,2017.01.04 20:15:00,10599.999999999996,10671.99999999998
302,2017.01.04 20:30:00,10599.999999999996,10676.99999999999
303,2017.01.04 20:30:00,10789.999999999998,10789.999999999998
304,2017.01.04 20:45:00,10789.999999999998,10789.999999999998
305,2017.01.04 21:00:00,10789.999999999998,10843.000000000013
306,2017.01.04 21:15:00,10789.999999999998,10875.0
307,2017.01.04 21:30:00,10789.999999999998,10847.000000000016
308,2017.01.04 21:45:00,10789.999999999998,10884.000000000015
309,2017.01.04 22:00:00,10789.999999999998,10887.000000000013
310,2017.01.04 22:15:00,10789.999999999998,10856.00000000001
311,2017.01.04 22:30:00,10789.999999999998,10854.000000000018
312,2017.01.04 22:45:00,10789.999999999998,10867.000000000015
313,2017.01.04 23:00:00,10789.999999999998,10859.99999999999
314,2017.01.04 23:15:00,10789.999999999998,10860.999999999996
315,2017.01.04 23:30:00,10789.999999999998,10863.000000000011
316,2017.01.04 23:45:00,10789.999999999998,10838.000000000002
317,2017.01.04 23:45:00,10980.0,10980.0
318,2017.01.05 00:00:00,10980.0,10980.0
319,2017.01.05 00:15:00,10980.0,11186.99999999998
320,2017.01.05 00:15:00,11170.000000000002,11170.000000000002
321,2017.01.05 00:30:00,11170.000000000002,11170.000000000002
322,2017.01.05 00:45:00,11170.000000000002,11243.000000000015
323,2017.01.05 01:00:00,11170.000000000002,11289.000000000027
324,2017.01.05 01:15:00,11170.000000000002,11149.00000000002
325,2017.01.05 01:30:00,11170.000000000002,10988.000000000031
326,2017.01.05 01:45:00,11170.000000000002,11040.000000000016
327,2017.01.05 02:00:00,11170.000000000002,11080.000000000011
328,2017.01.05 02:15:00,11170.000000000002,11131.000000000013
329,2017.01.05 02:30:00,11170.000000000002,11088.00000000002
330,2017.01.05 02:45:00,11170.000000000002,11012.000000000011
331,2017.01.05 03:00:00,11170.000000000002,11028.000000000025
332,2017.01.05 03:15:00,11170.000000000002,11132.00000000002
333,2017.01.05 03:30:00,11170.000000000002,11130.000000000005
334,2017.01.05 03:45:00,11170.000000000002,11081.000000000018
335,2017.01.05 04:00:00,11170.000000000002,11089.000000000025
336,2017.01.05 04:15:00,11170.000000000002,11071.00000000002
337,2017.01.05 04:30:00,11170.000000000002,11084.000000000038
338,2017.01.05 04:45:00,11170.000000000002,11095.000000000022
339,2017.01.05 05:00:00,11170.000000000002,11147.00000000003
340,2017.01.05 05:15:00,11170.000000000002,11246.000000000011
341,2017.01.05 05:15:00,11360.000000000004,11360.000000000004
342,2017.01.05 05:30:00,11360.000000000004,11360.000000000004
343,2017.01.05 05:45:00,11360.000000000004,11283.999999999995
344,2017.01.05 05:45:00,11150.000000000004,11150.000000000004
345,2017.01.05 06:00:00,11150.000000000004,11150.000000000004
346,2017.01.05 06:15:00,11150.000000000004,11266.00000000001
347,2017.01.05 06:30:00,11150.000000000004,11226.000000000013
348,2017.01.05 06:30:00,11340.000000000005,11340.000000000005
349,2017.01.05 06:45:00,11340.000000000005,11340.000000000005
350,2017.01.05 07:00:00,11340.000000000005,11330.000000000007
351,2017.01.05 07:15:00,11340.000000000005,11191.00000000003
352,2017.01.05 07:15:00,11130.000000000007,11130.000000000007
353,2017.01.05 07:30:00,11130.000000000007,11130.000000000007
354,2017.01.05 07:45:00,11130.000000000007,11199.000000000015
355,2017.01.05 08:00:00,11130.000000000007,11250.000000000016
356,2017.01.05 08:00:00,11320.00000000001,11320.00000000001
357,2017.01.05 08:15:00,11320.00000000001,11320.00000000001
358,2017.01.05 08:30:00,11320.00000000001,11005.000000000011
359,2017.01.05 08:30:00,11110.000000000011,11110.000000000011
360,2017.01.05 08:45:00,11110.000000000011,11110.000000000011
361,2017.01.05 09:00:00,11110.000000000011,11153.000000000025
362,2017.01.05 09:15:00,11110.000000000011,11144.000000000035
363,2017.01.05 09:30:00,11110.000000000011,11088.000000000022
364,2017.01.05 09:45:00,11110.000000000011,11045.000000000007
365,2017.01.05 10:00:00,11110.000000000011,11049.000000000033
366,2017.01.05 10:15:00,11110.000000000011,11081.00000000002
367,2017.01.05 10:30:00,11110.000000000011,11104.000000000038
368,2017.01.05 10:45:00,11110.000000000011,10920.00000000001
369,2017.01.05 10:45:00,10900.000000000011,10900.000000000011
370,2017.01.05 11:00:00,10900.000000000011,10900.000000000011
371,2017.01.05 11:15:00,10900.000000000011,10876.000000000031
372,2017.01.05 11:30:00,10900.000000000011,10929.000000000024
373,2017.01.05 11:45:00,10900.000000000011,10990.000000000024
374,2017.01.05 12:00:00,10900.000000000011,10939.000000000022
375,2017.01.05 12:15:00,10900.000000000011,11052.00000000003
376,2017.01.05 12:15:00,11090.000000000013,11090.000000000013
377,2017.01.05 12:30:00,11090.000000000013,11090.000000000013
378,2017.01.05 12:45:00,11090.000000000013,11050.000000000016
379,2017.01.05 13:00:00,11090.000000000013,10996.000000000018
380,2017.01.05 13:15:00,11090.000000000013,11006.000000000018
381,2017.01.05 13:30:00,11090.000000000013,11170.000000000025
382,2017.01.05 13:30:00,11280.000000000015,11280.000000000015
383,2017.01.05 13:45:00,11280.000000000015,11280.000000000015
384,2017.01.05 14:00:00,11280.000000000015,11152.00000000002
385,2017.01.05 14:15:00,11280.000000000015,11224.000000000025
386,2017.01.05 14:30:00,11280.000000000015,11223.000000000018
387,2017.01.05 14:45:00,11280.000000000015,11300.000000000013
388,2017.01.05 15:00:00,11280.000000000015,11303.00000000001
389,2017.01.05 15:15:00,11280.000000000015,11387.000000000005
390,2017.01.05 15:15:00,11470.000000000016,11470.000000000016
391,2017.01.05 15:30:00,11470.000000000016,11470.000000000016
392,2017.01.05 15:45:00,11470.000000000016,11694.000000000018
393,2017.01.05 15:45:00,11660.000000000018,11660.000000000018
394,2017.01.05 16:00:00,11660.000000000018,11660.000000000018
395,2017.01.05 16:15:00,11660.000000000018,11709.00000000003
396,2017.01.05 16:30:00,11660.000000000018,11518.00000000002
397,2017.01.05 16:45:00,11660.000000000018,11713.000000000011
398,2017.01.05 17:00:00,11660.000000000018,11612.000000000015
399,2017.01.05 17:15:00,11660.000000000018,11623.00000000002
400,2017.01.05 17:30:00,11660.000000000018,11620.000000000022
401,2017.01.05 17:45:00,11660.000000000018,11585.000000000015
402,2017.01.05 18:00:00,11660.000000000018,11611.000000000007
403,2017.01.05 18:15:00,11660.000000000018,11628.00000000001
404,2017.01.05 18:30:00,11660.000000000018,11576.0
405,2017.01.05 18:45:00,11660.000000000018,11603.000000000022
406,2017.01.05 19:00:00,11660.000000000018,11625.000000000011
407,2017.01.05 19:15:00,11660.000000000018,11503.000000000011
408,2017.01.05 19:30:00,11660.000000000018,11621.000000000007
409,2017.01.05 19:45:00,11660.000000000018,11622.000000000013
410,2017.01.05 20:00:00,11660.000000000018,11543.000000000007
411,2017.01.05 20:15:00,11660.000000000018,11532.000000000002
412,2017.01.05 20:30:00,11660.000000000018,11547.000000000011
413,2017.01.05 20:45:00,11660.000000000018,11584.00000000001
414,2017.01.05 21:00:00,11660.000000000018,11615.999999999996
415,2017.01.05 21:15:00,11660.000000000018,11654.000000000024
416,2017.01.05 21:30:00,11660.000000000018,11665.00000000003
417,2017.01.05 21:45:00,11660.000000000018,11692.000000000005
418,2017.01.05 22:00:00,11660.000000000018,11708.000000000022
419,2017.01.05 22:15:00,11660.000000000018,11703.000000000011
420,2017.01.05 22:30:00,11660.000000000018,11700.000000000015
421,2017.01.05 22:45:00,11660.000000000018,11659.000000000011
422,2017.01.05 23:00:00,11660.000000000018,11653.000000000016
423,2017.01.05 23:15:00,11660.000000000018,11694.000000000018
424,2017.01.05 23:30:00,11660.000000000018,11671.000000000002
425,2017.01.05 23:45:00,11660.000000000018,11743.000000000007
426,2017.01.06 00:00:00,11660.000000000018,11663.000000000016
427,2017.01.06 00:15:00,11660.000000000018,11586.0
428,2017.01.06 00:30:00,11660.000000000018,11604.00000000003
429,2017.01.06 00:45:00,11660.000000000018,11534.000000000015
430,2017.01.06 01:00:00,11660.000000000018,11529.000000000025
431,2017.01.06 01:15:00,11660.000000000018,11527.000000000013
432,2017.01.06 01:15:00,11450.000000000018,11450.000000000018
433,2017.01.06 01:30:00,11450.000000000018,11450.000000000018
434,2017.01.06 01:45:00,11450.000000000018,11412.999999999998
435,2017.01.06 02:00:00,11450.000000000018,11470.000000000016
436,2017.01.06 02:15:00,11450.000000000018,11499.000000000005
437,2017.01.06 02:30:00,11450.000000000018,11506.999999999993
438,2017.01.06 02:45:00,11450.000000000018,11521.000000000016
439,2017.01.06 03:00:00,11450.000000000018,11504.000000000016
440,2017.01.06 03:15:00,11450.000000000018,11547.999999999995
441,2017.01.06 03:30:00,11450.000000000018,11480.000000000015
442,2017.01.06 03:45:00,11450.000000000018,11463.000000000015
443,2017.01.06 04:00:00,11450.000000000018,11516.000000000007
444,2017.01.06 04:15:00,11450.000000000018,11519.000000000004
445,2017.01.06 04:30:00,11450.000000000018,11475.000000000004
446,2017.01.06 04:45:00,11450.000000000018,11503.000000000011
447,2017.01.06 05:00:00,11450.000000000018,11432.999999999996
448,2017.01.06 05:15:00,11450.000000000018,11424.000000000004
449,2017.01.06 05:30:00,11450.000000000018,11412.999999999998
450,2017.01.06 05:45:00,11450.000000000018,11407.000000000004
451,2017.01.06 06:00:00,11450.000000000018,11456.000000000013
452,2017.01.06 06:15:00,11450.000000000018,11483.000000000013
453,2017.01.06 06:30:00,11450.000000000018,11456.999999999998
454,2017.01.06 06:45:00,11450.000000000018,11442.999999999995
455,2017.01.06 07:00:00,11450.000000000018,11422.999999999996
456,2017.01.06 07:15:00,11450.000000000018,11407.000000000004
457,2017.01.06 07:30:00,11450.000000000018,11499.000000000005
458,2017.01.06 07:45:00,11450.000000000018,11435.00000000001
459,2017.01.06 08:00:00,11450.000000000018,11472.000000000007
460,2017.01.06 08:15:00,11450.000000000018,11568.999999999998
461,2017.01.06 08:30:00,11450.000000000018,11563.000000000004
462,2017.01.06 08:45:00,11450.000000000018,11476.000000000011
463,2017.01.06 09:00:00,11450.000000000018,11567.000000000007
464,2017.01.06 09:15:00,11450.000000000018,11554.000000000011
465,2017.01.06 09:30:00,11450.000000000018,11608.00000000001
466,2017.01.06 09:30:00,11640.00000000002,11640.00000000002
467,2017.01.06 09:45:00,11640.00000000002,11640.00000000002
468,2017.01.06 10:00:00,11640.00000000002,11609.000000000038
469,2017.01.06 10:15:00,11640.00000000002,11607.000000000025
